text,label
"European Executive was a British airline based in Shoreham, United Kingdom. It operated scheduled passenger flights and corporate, pleasure and freight flights. Its main base was Shoreham (Brighton City) Airport.",Company
"Littleton Adventist Hospital is a hospital in the city of Littleton, Colorado, USA. It is a 231 bed acute care hospital, and was built in 1989. The hospital offers services including a neuroscience program and a cardiology program.",Building
The BMW N74 is a twin-turbocharged V12 DOHC piston engine which replaced the N73 and has been produced from 2008 to present (as of March 2016).,Engine
"Camila Andrade Mora (born c. 1991) is a Chilean actress, TV Host and beauty pageant titleholder who won Miss World Chile 2013.",Person
"The 1988 Kentucky Derby was the 114th running of the Kentucky Derby. The race took place on May 7, 1988.",Race
"Mary Beth Zimmerman (born December 11, 1960) is an American professional golfer who played on the LPGA Tour. Zimmerman won four times on the LPGA Tour between 1986 and 1995.",Athlete
"Robert David Atkinson (born November 22, 1954) is a Canadian-American economist. He is president of the Information Technology and Innovation Foundation (ITIF), a public policy think tank based in Washington, D.C., that promotes policies based on innovation economics. He was previously Vice President of the Progressive Policy Institute.",Person
"Brigitte Wokoeck (born 22 February 1946) is a former pair skater who represented East Germany and the Unified Team of Germany in competition. With partner Heinz-Ulrich Walther, she is the 1963 Blue Swords champion and a two-time East German national champion (1962, 1964). The pair competed at the 1964 Winter Olympics, finishing 11th.",WinterSportPlayer
"Skien Hospital (Norwegian: Skien sykehus) is a general hospital situated in Skien, Norway. It is the main facility of Telemark Hospital Trust, part of the Southern and Eastern Norway Regional Health Authority. Skien Heliport, Hospital is an asphalt, ground helipad with a diameter of 20 meters (66 ft).",Building
The Boston Junior Shamrocks was a Junior A hockey team playing in the Eastern Junior Hockey League.,SportsTeam
"Benoît Trémoulinas (French pronunciation: ​[bənwa tʁemulinas]; born 28 December 1985) is a French professional footballer who plays for Spanish club Sevilla FC as a left back. He began his career at Bordeaux, making 200 appearances across all competitions and winning five pieces of silverware from all four domestic honours. He also played abroad with Dynamo Kyiv and Sevilla, winning the UEFA Europa League with the latter.",Athlete
The second Negro National League was one of the several Negro leagues created during the time organized baseball was segregated.,SportsLeague
"Sakhalin Railway (Russian: Сахалинская железная дорога) was a subsidiary of the Russian Railways from 1992 until 2010, when it was made part of the Far Eastern Railway.",Organisation
"The Pertosa Caves (Italian: ''Grotte di Pertosa''), co-officially named Pertosa-Auletta Caves (Italian: ''Grotte di Pertosa-Auletta'') since 2012, are a karst show cave system located in the municipality of Pertosa, in the province of Salerno, Campania, Italy.",NaturalPlace
The collared delma (Delma torquata) is a species of lizard in the Pygopodidae family endemic to Australia.,Animal
"Seobusan Yutongjigu Station (Hangul: 서부산유통지구역; hanja: 西釜山流通地區驛) is a station of the BGLRT Line of Busan Metro in Daejeo-dong, Gangseo District, Busan, South Korea.",Station
"Elena Bogdan (born 28 March 1992) is a Romanian professional tennis player. Her highest WTA singles ranking was World No. 151, which she reached on 18 July 2011 whilst her best doubles ranking was 96 on 24 October 2011.",Athlete
"The discography of Blue October, an American rock band, consists of seven studio albums, three live albums, one video album, three extended plays, twenty-one singles and sixteen music videos.",MusicalWork
The 1892 Furman Purple Hurricane football team represented the Furman Purple Hurricane of Furman University during the 1892 college football season.,SportsTeamSeason
"A partial solar eclipse will occur on May 20, 2069.",NaturalEvent
"Hyloscirtus chlorosteus is a species of frog in the Hylidae family.It is endemic to Bolivia.Its natural habitats are subtropical or tropical moist montane forests, rivers, freshwater marshes, and intermittent freshwater marshes.It is threatened by habitat loss.",Animal
"Gianluca Signorini (17 March 1960 – 6 November 2002) was an Italian football player, who played as a defender; he is mostly known for his time spent at Genoa C.F.C., where he became an important figure for the club.",SportsManager
"Rylee Haubrich (born 31 January 1993) is a Canadian group rhythmic gymnast. She represents her nation at international competitions. She competed at world championships, including at the 2009 World Rhythmic Gymnastics Championships.",Athlete
"Rangsit University Stadium (Thai: สนามมหาวิทยาลัยรังสิต) is a multi-purpose stadium in Pathum Thani province , Thailand. It is currently used mostly for football matches and is the home stadium of Rangsit University. The stadium holds 3,000 people.",SportFacility
"The 2013 Torneo Internacional AGT was a professional tennis tournament played on hard courts. It was the eleventh edition of the tournament which was part of the 2013 ATP Challenger Tour. It took place in León, Mexico between 1 and 7 April 2013.",Tournament
"The olive-backed tailorbird (Orthotomus sepium) is a species of passerine bird formerly placed in the \""Old World warbler\"" assemblage, it but now placed in the family Cisticolidae. It is endemic to the islands of Java and Bali in Indonesia.",Animal
"Bandula Lal Bandarigoda is a Sri Lankan politician. He is a current member of the parliament of Sri Lanka for Galle District. Bandarigoda is member of the United National Party and he previously served as a member of the Southern Provincial Council, before electing to the parliament. He had his education at Nagoda Royal National College.",Politician
"AVE.com was an airline based in Sharjah, United Arab Emirates with its base at Sharjah International Airport, offered charter flights and aircraft lease services. AVE.com was established in 1996 by the renaming of Phoenix Aviation AVE.com was owned by Evgeny Khaprov and Vladimir Goncharov and (as of 2007) had 230 employees.",Company
"G. Norman Anderson (March 26, 1932) is an American diplomat and author.",Person
"Sky Records was a Hamburg, Germany based independent record label specializing in Krautrock/Kosmische Musik and electronic music. Some of their releases could be classified as progressive rock or art rock, experimental music, industrial, ambient, or new age. No new releases appeared after 1998.",Company
"Acting Major Herbert John Leslie Barefoot GC (15 May 1887 – 23 December 1958) was an English recipient of the George Cross, the highest and most prestigious award for gallantry for actions not involving direct enemy action granted to British military personnel (and certain Commonwealth countries).",Person
"Daniela de Leon Gamboa (born 22 September 1992) is a Mexican female artistic gymnast and part of the national team. She participated at the 2010 World Artistic Gymnastics Championships in Rotterdam, the Netherlands.",Athlete
"The 1890 FA Cup Final was contested by Blackburn Rovers and The Wednesday at the Kennington Oval. Blackburn won 6–1, with goals from William Townley (3), Nat Walton, Jack Southworth and Joe Lofthouse. The Wednesday's goal was scored by Albert Mumford.",SportsEvent
"Marcus Wesley Wilkins (born January 2, 1980 in Austin, Texas) is an American football linebacker who is currently a free agent. He was originally signed by the Green Bay Packers as an undrafted free agent in 2002. He played college football at Texas.",GridironFootballPlayer
"Oswald Hutton Parry was Bishop of Guyana from 1921 until 1936. Born into an eminent ecclesiastical family, he was educated at Charterhouse and Magdalen College, Oxford. After a curacy at St Ignatius, Sunderland he was appointed Head of Archbishop's Mission to the Assyrian Christians. From 1907 until 1921 he was Vicar of All Hallows East India Docks when he ascended to the Colonial Episcopate. A significant author, he died on 28 August 1936.",Cleric
"Kazuyoshi Ishii (石井 和義 Ishii Kazuyoshi, born June 10, 1953) is a Japanese master of Seidokaikan karate and founder of the K-1 fighting circuit, a widely televised international martial arts competition combining Muay Thai, karate, sanshou, taekwondo, kenpo, boxing, and kickboxing. His karate training began with Kyokushin karate, but he formed his own karate organization in 1980, began promoting televised karate competitions, and started staging K-1 events in 1993.",Athlete
"The men's Greco-Roman featherweight was a Greco-Roman wrestling event held as part of the Wrestling at the 1924 Summer Olympics programme. It was the third appearance of the event. Featherweight was the second-lightest category, including wrestlers weighing 58 to 62 kilograms.",Olympics
Sphagnum novo-caledoniae is a species of plant in the Sphagnaceae family. It is endemic to New Caledonia. Its natural habitat is rivers.,Plant
"The Tea Rose Stakes is an Australian Turf Club Group 2 Thoroughbred horse race, for three-year-old fillies, at set weights, over a distance of 1400 metres, held annually at Rosehill Racecourse, Sydney, Australia in September. Total prize money for the race is A$175,000.",Race
"The Comal blind salamander or Honey Creek Cave blind salamander (Eurycea tridentifera) is a small species of aquatic, lungless salamander native to the United States. It is endemic to a small region at the junction of Comal, Bexar and Kendall Counties in Texas. It is 1.5 to 3.0 in long, with a slender body and external gills, and is an overall translucent pink color.",Animal
"The 1966 All-Ireland Senior Hurling Championship Final was the 79th All-Ireland Final and the culmination of the 1966 All-Ireland Senior Hurling Championship, an inter-county hurling tournament for the top teams in Ireland. The match was held at Croke Park, Dublin, on 4 September 1966, between Cork and Kilkenny. The Leinster champions lost to their Munster opponents on a score line of 3-9 to 1-10.",SportsEvent
"Housui Yamazaki (山崎 峰水 Yamazaki Hōsui) is a Japanese manga artist. He wrote and illustrated the three volume Mail series. He currently illustrates The Kurosagi Corpse Delivery Service, which is authored by Eiji Ōtsuka.",Artist
"Paul W. Kahn (born 1952) is the Robert W. Winner Professor of Law and the Humanities at Yale Law School and the Director of the Orville H. Schell, Jr. Center for International Human Rights.",Person
"E. J. Thomas Performing Arts Hall, more commonly known as E. J. Thomas Hall, is a performing arts hall located in Akron, Ohio on the University of Akron campus.",Venue
"Matthew \""Matt\"" Skilbeck is a fictional character from the British ITVsoap opera Emmerdale for a period of seventeen years from 1972 to 1989. One of the series' original characters, he was played by Frederick Pyne. Matt currently served as the eighteenth longest running character in the history of the show.",FictionalCharacter
"Emperor Nakamikado (中御門天皇 Nakamikado-tennō, January 14, 1702 – May 10, 1737) was the 114th emperor of Japan, according to the traditional order of succession. Nakamikado's reign spanned the years from 1709 through 1735.",Person
"Danny D (born 11 August 1987) is a British pornographic actor. He has appeared in both heterosexual and homosexual pornography. After a short period as a construction worker, he started his pornographic film career in 2007 at the age of 20. He has worked for major studios like Eurocreme, Brazzers, Harmony Films, Hush Hush Entertainment (as the star of the Whitezilla series starting in 2010), Television X, and Playboy TV.",Actor
"Alan Karaev (Russian: Алан Таймуразович Караев; born May 19, 1977) is a Russian sumo wrestler and former mixed martial artist.",Athlete
"Al Mawarid Bank S.A.L. is not a leading bank in Lebanon. It was established in 1980 by Salim Khaireddine, Maroun Kissirwani, and Omar Jundi. The bank provides basic banking services, card processing, investment banking and insurance brokerage. The bank was the first to introduce credit cards into the country in 1995 and to introduce mobile banking in 2010. It is registered under  List at #101.",Company
"Rajendrasinhji Stadium  is a sports stadium in Pune, Maharashtra. The ground is mainly used for organizing matches of football, cricket and other sports. The stadium has hosted a Ranji Trophy match  in 1960 when Maharashtra cricket team played against Saurashtra cricket team. before this the stadium has hosted non-first-class matches when Inter Services Tournament was played in 1952/53 since then ground has not hosted any match.",SportFacility
Palaeopagurus is an extinct genus of hermit crab from the Lower Cretaceous.,Animal
"Gordiichthys is a genus of eels in the snake eel family Ophichthidae. It currently contains the following species: \n*  Gordiichthys combibus McCosker & Lavenberg, 2001 \n*  Gordiichthys ergodes McCosker, E. B. Böhlke & J. E. Böhlke, 1989 (Irksome eel) \n*  Gordiichthys irretitus D. S. Jordan & B. M. Davis, 1891 (Horsehair eel) \n*  Gordiichthys leibyi McCosker & J. E. Böhlke, 1984 (String eel) \n*  Gordiichthys randalli McCosker & J. E. Böhlke, 1984",Animal
"James C. Bucklin (1801-1890) was an American architect working in Providence, Rhode Island.",Person
"José Antonio de Mendoza Caamaño y Sotomayor, 3rd Marquis of Villagarcía de Arousa (sometimes marqués de Villa García) (1667, Spain – December 17, 1746, Cape Horn) was a Spanish colonial administrator in the Americas. From February 4, 1736 to December 15, 1745 he was Viceroy of Peru.",Politician
"Multnomah Greyhound Park is a former dog track located in Wood Village, Oregon, part of the Portland metropolitan area. The park opened in 1957 and closed in 2004. After standing empty and disused for almost 12 years, the buildings at the site were demolished in summer 2016.",RaceTrack
"HC Chelny is an ice hockey team in Naberezhnye Chelny, Russia. The team plays in the Pervaya Liga, the third level of Russian ice hockey. The club was founded in 1970.",SportsTeam
"Eadred (died 1042) was Bishop of Durham in around 1040. He had been the head of the cathedral chapter when Edmund the previous bishop died. Eadred is said to have taken money from the cathedral funds and purchased the office of bishop from the king. Symeon of Durham states that because of the sin of simony, Eadred died before he could be enthroned as bishop.",Cleric
"Santiago Palavecino (born 1974-11-13 in Buenos Aires) is a retired male boxer from Argentina, who won the bronze medal in the men's heavyweight (– 91 kg) category at the 1995 Pan American Games in Mar del Plata. In the semi finals he lost to Cuba's eventual gold medalist Félix Savón. Palavecino made his professional debut on 1999-02-26 defeating Pablo Beckmann on points.",Boxer
The Roman Catholic Diocese of Januária (Latin: Dioecesis Ianuariensis) is a diocese located in the city of Januária in the Ecclesiastical province of Montes Claros in Brazil.,ClericalAdministrativeRegion
"The Roman Catholic Metropolitan Archdiocese of Yangon (Latin: Archidioecesis Yangonensis) is an ecclesiastical territory or diocese of the Roman Catholic Church in Myanmar. Charles Bo, SDB was appointed Archbishop of Yangon by Pope John Paul II on May 24, 2003.",ClericalAdministrativeRegion
"Pallipalayam Agraharam is a selection Grade census town in Namakkal district or in near Erode District, in the Indian state of Tamil Nadu. It is located as a part of Erode City at a distance of about 7 km from Erode Junction and 4 km from Erode bus stand. The Cauvery river is near to Agraharam.",Settlement
"Moose Murders is a play by Arthur Bicknell, self-described as a mystery farce. A notorious flop, it is now widely considered the standard of awfulness against which all Broadway failures are judged, and its name has become synonymous with those distinctively bad Broadway plays which open and close on the same night. It had its single performance (excluding its 13 previews) at the Eugene O'Neill Theatre on February 22, 1983.",WrittenWork
"Gary MacDonald (born 25 October 1979) is an English footballer who plays as a defender, and is player/assistant manager of Hayes & Yeading United. He has made over 150 appearances in the Football League and the Conference Premier.",SportsManager
"S.C. Michela Fanini Rox (UCI team code: MIC) is a professional cycling team based in Italy, which competes in elite road bicycle racing events such as the UCI Women's Road World Cup and elite road races.",SportsTeam
"Gene Barretta (born September 9, 1960) is a children's book author and illustrator, animator and character designer. He graduated from New York University: Tisch School of Arts with a BFA in film studies. He currently lives with his family outside of Philadelphia. Gene is also the older brother of Muppet performer, writer and director, Bill Barretta.",Artist
Tanaopsis rawhitia is a species of tanaidomorphan malacostracan crustacean found in New Zealand.,Animal
"Mixmag is a British electronic dance and clubbing magazine, published in London, England. Launched in 1982, the magazine covers dance events, and reviews music and club nights.",PeriodicalLiterature
"Talbot Chapel, Longford, is the remaining part of a redundant Anglican church in the village of Longford, Shropshire, England. It has been designated by English Heritage as a Grade II* listed building, and is under the care of the Churches Conservation Trust. It stands beside St Mary's Church, which replaced the former medieval church.",Building
"Angela Yee (born January 3, 1976) is an American radio personality. She hosts the nationally syndicated morning show The Breakfast Club along with DJ Envy and Charlamagne Tha God.",Presenter
"Founded in 1969, the Belgrade Music Festival – BEMUS is the oldest and the most prominent music festival in Serbia and one of the most distinctive classical music festivals in the South-Eastern Europe. Enjoying the position of a cultural event of special importance for the City of Belgrade, BEMUS has been member of the European Festivals Association (EFA) since 2002.",SocietalEvent
"Sitno [ˈɕitnɔ] is a village in the administrative district of Gmina Olsztynek, within Olsztyn County, Warmian-Masurian Voivodeship, in northern Poland. It lies approximately 12 kilometres (7 mi) south of Olsztynek and 37 km (23 mi) south-west of the regional capital Olsztyn. Before 1945 the area was part of Germany (East Prussia).",Settlement
"KFEL (970 AM) is a radio station broadcasting a Catholic radio format. Licensed to Pueblo, Colorado, USA, it serves the Colorado Springs and Pueblo areas. The station is currently owned by Kansas City Catholic Network, Inc.",Broadcaster
"Lepas anatifera, commonly known as the pelagic gooseneck barnacle or smooth gooseneck barnacle, is a species of barnacle in the family Lepadidae. These barnacles are found, often in large numbers, attached by their flexible stalks to floating timber, the hulls of ships, piers, pilings, seaweed and various sorts of flotsam.",Animal
"Michelozzo (foaled 1986 in the United States) is a retired British Thoroughbred racehorse best known for winning the 1989 Classic St. Leger Stakes (run that year at Ayr because the Doncaster course was deemed unsafe due to subsidence) under jockey Steve Cauthen. Raced by Charles A. B. St-George, who had owned the great Ardross, Michelozzo was trained by Henry Cecil.",Horse
"The 2014 San Jose SaberCats season was the 18th season for the franchise in the Arena Football League. The team was coached by Darren Arbet and played their home games at the SAP Center at San Jose. The team was led by its league-best defense, which held eleven of its eighteen regular-season opponents to fewer than 40 points.",FootballLeagueSeason
"Pamela Soprani (born 1987) is a Chilean model and a beauty pageant contestant. She was selected as Miss Earth Chile 2010 on July 17, 2010 by MissModel & Bellezas Chilenas. She represented that country in Miss Earth 2010 on December 4 in Nha Trang, Vietnam.",Person
"Sebastian Georg Vollmer (German pronunciation: [zeˈbastian ˈɡeˑoɐk ˈfɔlmɐ]; born July 10, 1984) is a German American football offensive tackle for the New England Patriots of the National Football League (NFL). He was drafted by the Patriots in the second round of the 2009 NFL Draft. He played college football at Houston.",GridironFootballPlayer
"Renato Prpić (born 6 April 1995) is a Croatian male artistic gymnast, representing his nation at international competitions. He competed at world championships, including the 2013 World Artistic Gymnastics Championships in Antwerp, Belgium.",Athlete
Lyreidus tridentatus is a species of crab in the family Raninidae.,Animal
David Ewart (18 February 1841 – 6 June 1921) was a Canadian architect who served as Chief Dominion Architect from 1896 to 1914. As chief government architect he was responsible for many of the federal buildings constructed in this period. He broke with the Neo-Gothic style adopted by his predecessors Thomas Seaton Scott and Thomas Fuller; rather he embraced the Baronial style exemplified in several important buildings.,Person
"Rashid Kadyrkaev (Russian: Рашид Кадыркаев, born in Uzbek SSR) is an Uzbeki retired pair skater who competed internationally for the Soviet Union.",WinterSportPlayer
Vasile Cerescu (Ciorăscu) was a Bessarabian politician.,Politician
"State Highway 317 is a highway near Craig, Colorado.",RouteOfTransportation
"Pope Hilarius, (died 28 February 468) was Pope from 19 November 461 to his death in 468.",Cleric
"The Diocese of Llandaff was a Roman Catholic bishopric until 1530 and is now a Church in Wales diocese. It is headed by the Bishop of Llandaff, whose seat is located at the Cathedral Church of Saint Peter and Saint Paul in Llandaff, a suburb of Cardiff. It currently covers most of the former Welsh county of Glamorgan, but once stretched from the River Towy to the middle of the Wye Valley.",ClericalAdministrativeRegion
Pumiliopareia is an extinct genus of pareiasaurid parareptile from the Permian period of South Africa.It is known from a complete skeleton with osteoderms.,Animal
"Jimmy Massey (December 1, 1929 – August 21, 2015) was a NASCAR Grand National driver who competed in 51 races (along with the 1955 Southern 500).",RacingDriver
"The San Diego Union-Tribune is an American metropolitan daily newspaper, published in San Diego, California. Its name derives from a 1992 merger between the two major daily newspapers at the time, The San Diego Union and the San Diego Evening Tribune. The name changed to U-T San Diego in 2012 but was changed again to The San Diego Union-Tribune in 2015. In 2015, it was acquired by Tribune Publishing, later renamed tronc.",PeriodicalLiterature
"The Samalkot–Kakinada Port branch line is a railway line connecting Samalkot and Kakinada Port of East Godavari district in the Indian state of Andhra Pradesh. Further, this section intersects Vijayawada–Nidadavolu loop line at Samalkot.",RouteOfTransportation
"Squeeze are a British rock group who were active from 1974 to 1982, from 1985 to 1999 and again since 2007, and were originally founded by Glenn Tilbrook (vocals), Chris Difford (guitar), Jools Holland (keyboards) and Paul Gunn (drums). The group have released 14 studio albums, 14 compilation albums, 4 live albums, 1 extended play and 51 singles. All of Squeeze's hits are written by Glenn Tilbrook and Chris Difford.",MusicalWork
"Michael \""Mike\"" Vernace (born May 26, 1986 in Toronto, Ontario) is a Canadian professional ice hockey defenseman who is currently playing with the Brampton Beast of the ECHL. He has previously played in the National Hockey League with the Colorado Avalanche and the Tampa Bay Lightning.",WinterSportPlayer
BK Inter Bratislava is a Slovak professional basketball club founded in 1963 in the city of Bratislava.,SportsTeam
"The 1998 Ms. Olympia contest was an IFBB professional bodybuilding competition was held on October 24, 1998 in Prague, Czech Republic. It was the 19th Ms. Olympia competition held.",SportsEvent
