text,label
what are united's carry-on rules,carry_on
tell me united's carry on policy,carry_on
what are carry-on rules for jet blue,carry_on
what should i know about the carry on policy for american,carry_on
is there a carry on weight limit,carry_on
are there restrictions for carrying lighters in my backpack on a plane,carry_on
what are the rules for traveling with toothpaste,carry_on
can i bring perfume on the plane or what is the size limit,carry_on
what is the carry-on policy for flights on american airlines,carry_on
what are the carry-on rules,carry_on
how many carry ons can i take on a flight with american airlines to japan,carry_on
look up carry-on rules for american airlines,carry_on
how many carry ons can i take on a flight with jet blue to washington dc,carry_on
what are the carry on rules for united,carry_on
does jet blue have any carry-on restrictions,carry_on
"how many carry ons can i take with spirit, going to tampa",carry_on
what are the size limits regarding-carry on bags,carry_on
does more than one carry on cost extra at ryanair,carry_on
i am flying to finland and wanna know the carry-on rules,carry_on
what is the carry-on policy say for flights on delta airlines,carry_on
search for carry on rules for flights on delta airlines,carry_on
what's delta's carry on policy,carry_on
what rules does southwest have for carry-on luggage,carry_on
"when taking a flight with porter to toronto, how many carry ons can i take",carry_on
how my carry ons does spirit airlines allow me for a flight to dallas,carry_on
what are the carry-on restrictions for united,carry_on
would you let me know how many carry ons i can take on a flight with southwest airlines to miami,carry_on
tell me the the carry-on restrictions for american airlines,carry_on
what am i allowed to carry on for american airlines,carry_on
what's restricted in my carry-on with united,carry_on
can i bring suntan lotion in my carry on,carry_on
does spirit allow more than one carry on,carry_on
how many carry ons can i take on a flight with delta to seattle,carry_on
i am flying jetblue and need to know what the most number of bags are that i can carry on,carry_on
can i have 3 carry ons with delta at jfk,carry_on
am i limited in carry ons for jet blue,carry_on
i would like to know delta's carry on policy,carry_on
i must know the the carry-on restrictions for american airlines,carry_on
how many carry ons will american let me take for a flight to los vegas,carry_on
what is the carry-on policy for flights on delta airlines,carry_on
what are the carry-on restrictions for singapore airlines,carry_on
what are the rules regarding carry-on baggage for flights on virgin airlines,carry_on
does united airlines allow more than one carry on,carry_on
tell me the carry-on restrictions for united airlines,carry_on
could you list out the carry-on restrictions for american airlines,carry_on
i would like to know carry-on information for delta,carry_on
i need to know the carry-on restrictions for united airlines,carry_on
tell me the carry on rules,carry_on
"when taking a flight with lion to singapore, how many carry ons are allowed",carry_on
what is the carry-on policy for flights on southwest,carry_on
what is the carry-on policy for flights on lufthansa,carry_on
i need to know the the carry-on restrictions for american airlines,carry_on
can i fly with my razors or are there restrictions,carry_on
can you give me the carry-on rules for american airlines,carry_on
would you let me know the carry-on restrictions for american airlines,carry_on
set whisper mode to off,whisper_mode
"whisper mode, please",whisper_mode
please turn on whisper mode,whisper_mode
turn on the whisper voice,whisper_mode
stop whisper mode,whisper_mode
please shut off whisper mode for now,whisper_mode
go into whisper mode now please,whisper_mode
go to whisper mode until i say to go back to normal,whisper_mode
switch over to whisper,whisper_mode
i think we should whisper,whisper_mode
let's switch out of whisper mode,whisper_mode
please use your whispering voice; i need quiet,whisper_mode
i want whisper mode to be switched off,whisper_mode
i want to switch out of whisper mode,whisper_mode
turn on your whisper mode,whisper_mode
"switch to whisper mode, please",whisper_mode
please turn on whisper mode because i am about to be in class,whisper_mode
whisper mode must be left,whisper_mode
get out of whisper mode,whisper_mode
talk in whisper voice,whisper_mode
change out of whisper mode,whisper_mode
immediately begin using whisper mode,whisper_mode
can you whisper until i tell you not to,whisper_mode
shh please speak with a whisper,whisper_mode
change sound setting to whisper,whisper_mode
enable whisper mode,whisper_mode
leave whisper mode,whisper_mode
start whisper mode,whisper_mode
turn on whisper mode,whisper_mode
let's try whisper mode,whisper_mode
please switch to whisper mode for now,whisper_mode
whisper please,whisper_mode
can you please whisper,whisper_mode
whisper mode,whisper_mode
i want your setting adjusted to whisper voice now,whisper_mode
please speak with the whisper voice,whisper_mode
i want you to use whisper voice now,whisper_mode
turn whisper mode off,whisper_mode
stop using the whisper mode,whisper_mode
set up whisper mode,whisper_mode
i'm going to need you to be quiet now please,whisper_mode
"change to whisper mode, please",whisper_mode
exit out of whisper mode,whisper_mode
change to something that's not whisper mode,whisper_mode
let's start whispering,whisper_mode
please start whisper mode,whisper_mode
switch to quiet mode,whisper_mode
whisper from now on,whisper_mode
please talk quietly,whisper_mode
go into whisper mode until the plane lands,whisper_mode
engage whisper mode,whisper_mode
"whisper mode, stop",whisper_mode
i need your setting switched to whisper mode right away,whisper_mode
change audio settings to the whisper option,whisper_mode
go to whisper mode until my morning alarm goes off,whisper_mode
make saound function operate in whisper mode,whisper_mode
use your quiet voice,whisper_mode
i'd like to be out of whisper mode,whisper_mode
how do i go to whisper mode,whisper_mode
switch whisper mode off,whisper_mode
put whisper mode on,whisper_mode
can you please lower the volume please,whisper_mode
6 inch voices please,whisper_mode
i need quiet; use whisper,whisper_mode
change over to whisper mode,whisper_mode
make sure to set yourself to whisper mode before i go to the movie,whisper_mode
can you switch to whisper mode,whisper_mode
switch over to whisper mode,whisper_mode
please use whisper mode,whisper_mode
start using whisper mode,whisper_mode
set up a new text message,text
please send ann a text and tell her i will be home in 20 minutes,text
can you text mary and tell her she is amazing,text
can you text bill and tell him i love him,text
create a text message to,text
text my friend for me and tell them to meet me later,text
send joe a text,text
send davis a text i'll be there in a few,text
write a text to alice,text
text my dad for me and tell them i love you,text
write text message to someone,text
"text dave, i'll be there soon",text
send a text to someone,text
tell jim i'm coming home soon,text
send a text message,text
text jeff and tell him to pay the bill,text
i need you to text mickey saying 'can we reschedule,text
text christopher and tell him i will stop by,text
text mark hello,text
i need leslie to be texted saying have a good day,text
text samantha and let her know i will arrive in 10 minutes,text
text robby hello,text
i need sal to be texted and say i'll be there,text
text christy and ask her what she wants for dinner,text
text matt and tell him i will be late tonight,text
send a text message to chris and ask what he wants to eat for dinner,text
text laura i'll be late for dinner,text
please send a text to danny saying that i'm running late,text
i need you to text someone for me,text
inform carl that he is an awful human being,text
text my boss for me and tell them i will be a little bit late,text
can you text elizabeth and tell them i forgot to bring drinks,text
text bill and tell him i'll be 30 minutes late,text
send robert a text from me telling him okay,text
"text chrissy, i'm on my way",text
send mom a text asking where are you,text
text my mom for me and tell them i will be home soon,text
"i'd like to send a text to jack, say ""hi",text
can you text walt and tell him to meet me at the car wash,text
tell fred that i don't have his guitar,text
text mollie saying 'i am on my way,text
send a text and tell chris i’m not working today,text
text jean and tell him to call work,text
please send a text message to natalie for me,text
text dan and tell him to go home,text
text john with the message 'where are you,text
send jack a text saying hi,text
i need to text joe,text
create a new text,text
send a text to joe,text
send a text message for me,text
i want you to text mark,text
text courtney and inform her about the detour,text
robbie needs to know aboutthis so would you text robbie to let them know,text
text josh and tell him i need a delivery,text
text chris and ask what time he will be home,text
text billy and tell him to be at monday's meeting at 3pm,text
text katy and tell her i love her,text
start a new text to maureen and tell her i go mom's christmas present,text
can you text the sgt adam and tell them i found the missing girl,text
let sal know by text i will be attending,text
text my doctor and tell him it happened again,text
tell carl that he sucks,text
i have to send a text,text
please text john,text
i want a text sent to bob saying i will be late,text
can you text arthur and tell them im almost there,text
send a text to mom saying i'm on my way,text
text mom saying happy birthday,text
can you send a text to someone,text
how do i make lemon merengue pie,recipe
how do you prepare omelet,recipe
give me a good recipe for chicken parmesan,recipe
what do you need to do to make sushi,recipe
blackberry pie instructions,recipe
how can i make chicken pot pie,recipe
scan you find me a chicken recipe,recipe
i need to know how to make philly cheesesteaks,recipe
please show me a recipe for chili,recipe
where can i look to learn to make sushi,recipe
how do you prepare taco,recipe
recipe for traditional roast beef and gravy,recipe
i need help finding a recipe for enchiladas,recipe
how do i make lasagna,recipe
what do i need to do to cook a chicken,recipe
search for a macaroni and cheese recipe,recipe
find a good recipe for meatloaf,recipe
i need you to find me a recipe for fried shrimp,recipe
i need a pancake recipe,recipe
how do i make the perfect omelette,recipe
how do you cook meatloaf,recipe
how do you create pork chili,recipe
what is a good chili recipe,recipe
can you find me a salsa recipe,recipe
can you find me a rice recipe,recipe
how do you cooked eggs,recipe
what's a good chili recipe,recipe
show me ideas for hamburger,recipe
what is needed you to cook apple pie,recipe
how do you make blackberry pie,recipe
i need a quick recipe for spiral ham,recipe
can you find me a recipe for salsa,recipe
can you find me a brisket recipe,recipe
how do you make pasta,recipe
pull up ramen recipes please,recipe
can you search for the best new york style cheesecake recipes please,recipe
find me a recipe for chili,recipe
i would like to learn to make cookies,recipe
please find me a recipe for spaghetti now,recipe
i need a recipe for chili,recipe
how do you make fried rice,recipe
i need a blackberry pie recipe,recipe
can you find me a recipe for coffee cakes,recipe
find a recipe for baked ziti,recipe
do you have any good ways to make tomato soup,recipe
search for chili recipes,recipe
can you get me a recipe for mashed potatoes,recipe
can you instruct me on how to make german chocolate cake,recipe
recipes for garlic bread please,recipe
i need a recipe for chicken cordon bleu,recipe
can you find me a recipe for pie,recipe
can you give me a recipe for german chocolate cake,recipe
recipe for beef stroganoff,recipe
find instructions on baking lemon cake,recipe
how do i get started making homemade pizza dough,recipe
how do you make blue cheese dressing,recipe
how do i go about cooking a 10lb turkey,recipe
can you find me a recipe for pasta,recipe
can you get me recipes for eggs please,recipe
what is a good recipe for steak,recipe
what's the best way to make chicken stir fry,recipe
i need a recipe for chicken pot pie,recipe
how do i make lassagna,recipe
tell me how to make ramen,recipe
how do you make dumplings,recipe
please tell me a recipe for this meal,recipe
can you find me a pork recipe,recipe
is there a good website to teach me how to make sushi,recipe
find a recipe for hamburgers,recipe
i am looking for a vegan friendly italian pasta recipe,recipe
i need my furnace turned on,smart_home
can you adjust the lights down,smart_home
"on the tv, turn on",smart_home
set the temperature to 78,smart_home
will you please turn the tv on,smart_home
could you tell me the temperature of the ac,smart_home
please set the temperature to 70 f,smart_home
"the temperature of the ac, what is it at",smart_home
remember to lock the doors,smart_home
please turn the lights down low,smart_home
i want the light less bright please,smart_home
set the oven temperature to 350,smart_home
turn on the tv please,smart_home
please set the temperature to 70,smart_home
turn the fan on please,smart_home
can you turn on the lights in the den,smart_home
the tv turn it on,smart_home
post the living room lights on,smart_home
can you verify the doors are locked,smart_home
can you turn on the lights in the backyard,smart_home
turn on the fan,smart_home
warm up my car for me,smart_home
tv turn it on,smart_home
will you please get my furnace turned on,smart_home
can you look who is at the door,smart_home
make sure the oven is set to 350 please,smart_home
turn the tv to on right now,smart_home
lock every door on the property,smart_home
i need some air; get the fan going,smart_home
please get my car started before i go out to it,smart_home
turn the fan on,smart_home
please set the oven to 350 f,smart_home
set the tv on,smart_home
did anyone securely lock the door,smart_home
tv on turn,smart_home
set the temperaure to 71,smart_home
turn on the microwave for 3 minutes,smart_home
can you get the fan going in here,smart_home
can you get my car started,smart_home
secure the doors,smart_home
i'd like the lights in the garage to be turned on,smart_home
make the lights darker,smart_home
"what is it at, the ac temperature",smart_home
turn up the oven temperature to 350,smart_home
what temperature is the ac set at,smart_home
put the garage lights on,smart_home
set temperature to 75,smart_home
turn tv on please,smart_home
what's the persons name at my door,smart_home
set all doors to locked,smart_home
i need you to turn the tv on now,smart_home
please lock every door,smart_home
can you lock all the doors in the house,smart_home
see if all the doors are locked,smart_home
"at ac, what's the temperature like",smart_home
please turn the fan on,smart_home
set the ceiling fan to low,smart_home
turn on the tv on channel 6,smart_home
what's the ac set to,smart_home
can you please dim the lights,smart_home
i would like it if you would turn the bedroom lights on low until i'm finished reading,smart_home
can put fan on,smart_home
activate my furnace please,smart_home
turn the fan to the on position,smart_home
please turn my fan on,smart_home
make the lights dimmer please,smart_home
what is the temperature on the ac,smart_home
start the dishwasher,smart_home
please start my car,smart_home
the oven be set at 350,smart_home
who is the boss of you,who_do_you_work_for
who are they that you work for,who_do_you_work_for
i want the name of your boss,who_do_you_work_for
who do you take your orders from,who_do_you_work_for
what is the name of your boss,who_do_you_work_for
who is your job with,who_do_you_work_for
do you work for anyone else,who_do_you_work_for
who do you work for,who_do_you_work_for
let me know who is your boss,who_do_you_work_for
do you have another job,who_do_you_work_for
don't you work for your self,who_do_you_work_for
what is the name of the place you work at,who_do_you_work_for
are you my insubordinate,who_do_you_work_for
who do you do task for,who_do_you_work_for
what does your boss go by,who_do_you_work_for
who is in charge of you,who_do_you_work_for
where do you work,who_do_you_work_for
who do you say you work for,who_do_you_work_for
who is you employer,who_do_you_work_for
who employs you,who_do_you_work_for
do i own you,who_do_you_work_for
who is in charge of you when you work,who_do_you_work_for
is there another person that controls you,who_do_you_work_for
whom do you work for,who_do_you_work_for
who do you function for,who_do_you_work_for
do you work for a different person,who_do_you_work_for
tell me who your boss is,who_do_you_work_for
who tells you what to do,who_do_you_work_for
you work for someone else or no,who_do_you_work_for
am i your supervisor,who_do_you_work_for
who would you say you are employed by,who_do_you_work_for
are you here to serve me,who_do_you_work_for
"who you work for, please",who_do_you_work_for
i want to know who your boss is,who_do_you_work_for
do i control you,who_do_you_work_for
"who are you employed by, please",who_do_you_work_for
do you work for another individual,who_do_you_work_for
who is your boss,who_do_you_work_for
are you now working for me,who_do_you_work_for
who are you employed by,who_do_you_work_for
i need to know who is your boss,who_do_you_work_for
what entity is your boss,who_do_you_work_for
what company are you employed by,who_do_you_work_for
does someone else control you,who_do_you_work_for
which organization you work for,who_do_you_work_for
do you work for another person,who_do_you_work_for
who can i talk to above you,who_do_you_work_for
do you take orders from someone else,who_do_you_work_for
is there another company you work for,who_do_you_work_for
specify who your boss is,who_do_you_work_for
who directs your labor,who_do_you_work_for
am i your manager,who_do_you_work_for
i would like to know who your boss is,who_do_you_work_for
would you consider someone else your boss,who_do_you_work_for
let me know who your boss is,who_do_you_work_for
who do you call your boss,who_do_you_work_for
what organization do you work for,who_do_you_work_for
is there someone else you work for,who_do_you_work_for
provide me the name of your boss,who_do_you_work_for
are you self employed,who_do_you_work_for
who you work for,who_do_you_work_for
"who is your supervisor, please",who_do_you_work_for
what company do you work for,who_do_you_work_for
who do yo work for,who_do_you_work_for
do you happen to be employed by me,who_do_you_work_for
am i your employer,who_do_you_work_for
who is your boss by the way,who_do_you_work_for
are you one of my employees,who_do_you_work_for
would you let me know who your boss is,who_do_you_work_for
do you work for a different individual,who_do_you_work_for
i wanna know my credit card's rewards balance,rewards_balance
"have i earned points with my venture card, and how many",rewards_balance
what the current balance of reward points on my mastercard,rewards_balance
how many points did my visa earn,rewards_balance
how many reward points does my discover card have,rewards_balance
what is my amazon card's rewards balance,rewards_balance
i need to understand how many points have i earned with my credit card,rewards_balance
how do i check my rewards for my maurices card,rewards_balance
give me the point total on my visa card,rewards_balance
i need know know the reward balance for my visa,rewards_balance
figure out my reward points for discovery card,rewards_balance
can you give me a points update on my rewards plus card,rewards_balance
i would like to know my debit card's rewards balance,rewards_balance
i would like to check my rewards for my debit card,rewards_balance
when can i receive rewards on my visa card,rewards_balance
i really need to check my rewards for my credit card,rewards_balance
how many points have i earned with my paypal credit card so far,rewards_balance
what's the current reward amount on my visa,rewards_balance
have i earned a lot of points on my capital one card,rewards_balance
what is my maurices card's rewards balance,rewards_balance
can you help me tell what my starbucks rewards balance is,rewards_balance
how do i check how many rewards i have on my master card,rewards_balance
i need to know my credit card's rewards balance,rewards_balance
can i check my visa reward balance online,rewards_balance
how many rewards do i have on my chase card,rewards_balance
how many rewards points do i have for my wells fargo card,rewards_balance
how many points do i have on my six flags rewards card,rewards_balance
x card has earned how many points,rewards_balance
i would like to know how many points have i earned with my credit card,rewards_balance
how many points have i accumulated on my mastercard,rewards_balance
what is my gymboree card's rewards balance,rewards_balance
how would i be able to check my kohls rewards card,rewards_balance
what's the reward point count on my discover card,rewards_balance
i wanna know how many points have i earned with my credit card,rewards_balance
what is the easiest way to check my bank rewards card,rewards_balance
is there a better way to check my visa rewards card balance,rewards_balance
what is the amount of rewards points on my visa card,rewards_balance
where are my rewards for my chase card,rewards_balance
do you know how many rewards points are currently on my discover card,rewards_balance
i have how many tier credits on my caesar's card,rewards_balance
help me check my visa rewards card,rewards_balance
how do i check my rewards for my gold card,rewards_balance
how do i check my rewards for my capital one card,rewards_balance
whats the reward balance for my visa,rewards_balance
how many points do i have on my mastercard,rewards_balance
how do i see me rewards for my chase card,rewards_balance
i gotta know how many points i have gotten with my debit card,rewards_balance
what's my visa's current rewards balance,rewards_balance
does my mastercard have any rewards points remaining,rewards_balance
how many points do i have on my visa,rewards_balance
how do i check my rewards for my old navy card,rewards_balance
how can i see my rewards for my visa card,rewards_balance
what points were earned on my mastercard,rewards_balance
how many points have i earned with my amex card,rewards_balance
add up my reward points for master card,rewards_balance
where are rewards from my visa card visible,rewards_balance
how many points have i already accrued on my chase mastercard,rewards_balance
what is the reward balance on my discover card,rewards_balance
how do i check my rewards for my chase card,rewards_balance
tell me the points on my delta rewards card,rewards_balance
i wish to know my debit card's rewards balance,rewards_balance
what do i have to do to see my rewards for my chase card,rewards_balance
i need to hear how many points i've obtained on my capital one visa,rewards_balance
what is the number of points i earned with my mastercard,rewards_balance
tell me how to check my rewards for my american express card,rewards_balance
tell me my debit card's rewards balance,rewards_balance
how do i check my rewards for my target card,rewards_balance
how many points on my chase unlimited card,rewards_balance
i have points on my capital one card and i'd like to know how many i've earned,rewards_balance
how many delta miles are on my card right now,rewards_balance
use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,restaurant_reservation
can you get me a table for two for 8:00 pm at parc,restaurant_reservation
i gotta make a reservation for 8 pm at red robin for 3,restaurant_reservation
is there a reservation available at ruth chris today,restaurant_reservation
get a table for me at 7 for 3 people at olive garden,restaurant_reservation
allow me to turn on the lights,restaurant_reservation
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,restaurant_reservation
get reservations at olive garden for two at 7:00pm under michael,restaurant_reservation
i need a table at gemma for nine at two,restaurant_reservation
i want to have a table for 2 at the broadmore around 6,restaurant_reservation
i want to reserve a table at 8 at long john silver's under the name freddie,restaurant_reservation
i need you to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
reserve a table for 4 at red lobster under the name dave at 7:30pm,restaurant_reservation
make a reservation for chik-fil-a at 3 o' clock please,restaurant_reservation
can you get me a table for 2 at mexico viejo at 3pm,restaurant_reservation
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,restaurant_reservation
book room for me and her under the name kendra,restaurant_reservation
are there 8pm tables available at texas roadhouse,restaurant_reservation
"at 7, i need a table for 3 at olive garden",restaurant_reservation
you must reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
i'd like a reservation for 2 at olive garden for 5 pm today,restaurant_reservation
reserve table for 5 at red robin under the name sara at 3,restaurant_reservation
use martins name to reserve a table at tropicana for 5 people at 8pm,restaurant_reservation
i want you to book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation
please make a reservation for us at joy bar for 4 adults,restaurant_reservation
please reserve a table for two at rouge for 7:00 pm,restaurant_reservation
"can i make a reservation for 2 at state bird for 7:30, please",restaurant_reservation
please reserve me a table for 2 pm at maxwell's on the 14th,restaurant_reservation
make me a reservation for 5 people at village tavern for the calloways,restaurant_reservation
is it possible to get a table for 4 at the village inn around 10am,restaurant_reservation
please book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation
can i reserve a table for 2 at the olive garden at 8,restaurant_reservation
can you book a table at the restaurant for me and my husband,restaurant_reservation
book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation
make me a reservation for 5 at coral for 10 pm immediately,restaurant_reservation
"call and make a 5:45 pm reservation for jason rogers, table for four",restaurant_reservation
i want to eat at seven in the restaurant for two people,restaurant_reservation
i need a table for 3 at olive garden for 7,restaurant_reservation
could you please reserve a table for 6 at lucille's under the name tom at 5pm,restaurant_reservation
i need you to reserve a table for 6:00 pm for three at devon's seafood,restaurant_reservation
can you get me a table for 6 at mark's at 11am,restaurant_reservation
can you get me a table for 6 at johnnys,restaurant_reservation
will you reserve a table at olive garden for 3 people at 7,restaurant_reservation
i need a table for two at the havana at nine,restaurant_reservation
the table should be reserved at 8pm at tropicana using martins name and it should be for 5 people,restaurant_reservation
i need to book a reservation for 3 at xenophobe under the name zebee,restaurant_reservation
reserve a table for 3 at 7 for olive garden,restaurant_reservation
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,restaurant_reservation
can you get me a table for 4 at steve's,restaurant_reservation
reserve a table for two for 7:30 pm at dibruno's under patrick donoghue,restaurant_reservation
what reservations are available for 3 people at the xenophobe,restaurant_reservation
reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm,restaurant_reservation
i need you to reserve at table for a party of four at devon's for 6:00 pm,restaurant_reservation
book me a table for three at rainforest cafe at seven,restaurant_reservation
get me a table for five at itta bena at three,restaurant_reservation
would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm,restaurant_reservation
make me a reservation for tomorrow at happys for four,restaurant_reservation
book a reservation for 3 at red lobster under the name steve,restaurant_reservation
"hello, i'd like a reservation for two at the olive garden at six tonight",restaurant_reservation
i need to make a reservation for 8 pm at red robin for 3,restaurant_reservation
look for me a table at carl's cabin for twelve at eight,restaurant_reservation
can you get me a table for 5 at johnnys,restaurant_reservation
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",restaurant_reservation
"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",restaurant_reservation
reservations for two need to be made using michael's name for 7:00pm at olive garden,restaurant_reservation
michael will reserve a table for two at 7:00pm for olive garden,restaurant_reservation
i want to reserve table for 5 at red robin under the name sara at 5,restaurant_reservation
can i make a reservation for 2 at state bird for 8:30,restaurant_reservation
can you make a reservation for me at the restaurant,restaurant_reservation
can you reserve a table for 6 at red robin under the name mavrick at 5 clock,restaurant_reservation
alert my bank and tell them that i will be in vermont,travel_notification
let my bank know i'm going to be in russia for a month,travel_notification
"i'll be out of the country soon, and want to notify my bank",travel_notification
i need you to make my bank aware that i will be visiting taiwan from the 22nd of february until the 3rd of march,travel_notification
tell my bank's fraud department i'm going to mexico,travel_notification
please inform my bank i'll be vacationing in the bahamas in a couple of days,travel_notification
i will tell my bank that i will be gone from april to may to america,travel_notification
please tell my bank i will be in israel from the 6th to the 23rd,travel_notification
"i need to tell my bank i am, indeed, going to be in london in a few hours",travel_notification
how can i let my bank know i'm going to denmark,travel_notification
inform my bank i'm seeing italy,travel_notification
tell my bank that i'll be in canada this weekend,travel_notification
assure my bank i really am going to california,travel_notification
"i am going to south america, let my bank know",travel_notification
please let my bank know that i will be in rome from february 1 to march 1,travel_notification
please tell my bank i'll be in anchorage this week,travel_notification
"let my bank know i'll be in ireland from may 01, 2019 to august 02, 2019",travel_notification
my back needs to be notified that i will be in american from april to may,travel_notification
can you let my bank know i'll be in uruguay from january to august,travel_notification
my bank needs to know that i will be traveling to spain soon,travel_notification
please alert my bank i'm going to be in the caymans from may 1st to june 2nd,travel_notification
i will be visiting america so i will need to let me bank know i will be gone from april to may,travel_notification
get a message to my bank that starting the 14th i'll be in canada,travel_notification
alert my bank and let them know that i'm travelling to china,travel_notification
i need to let my bank know i am traveling to chicago,travel_notification
my bank needs to be aware of my trip to spain,travel_notification
please note that i will be travelling internationally soon,travel_notification
let my bank know i actually am visiting brazil,travel_notification
i am going out of country and my bank needs to be notified,travel_notification
send a notification to my bank of my travel dates from february 19th to 26th to peru,travel_notification
please alert my bank i'm traveling to europe between april 1st and 5th,travel_notification
"i'm going to paris soon and want to let my bank know, how do i do that",travel_notification
tell my bank i'll be in cuba beginning the 2nd,travel_notification
must call my bank about my travel plans,travel_notification
my bank needs to know about my traveling to georgia in europe,travel_notification
"i am going to asia in a bit, i should tell the bank",travel_notification
"from sunday to wednesday, i will be in oakland, so should i call my bank to let them know",travel_notification
tell my bank i am taking a trip to brazil from june 1st to july 1st,travel_notification
im going to be in paraguay from january 7th until january 10th,travel_notification
i'm travelling to boston soon and want to inform my bank,travel_notification
inform my bank that i will be in rome from february 1 to march 1,travel_notification
i'm travelling to spain soon and want to inform my bank,travel_notification
my vacation to spain is coming up and i need my bank to know,travel_notification
i'm going to be in thailand from october 15th until october 23rd,travel_notification
please notify my bank i'm going to africa between tomorrow and next tuesday,travel_notification
alert my bank of my travel to dubai for the dates april 14th through april 22nd,travel_notification
